,title,year,day,month,country,hazard
3952,TreeHouse Foods Announces Voluntary Recall of Certain Signature Select Granola Bars,2020,28,8,us,peanuts and products thereof
3953,Picoudi brand microgreens recalled due to Salmonella,2020,28,8,ca,salmonella
3954,Recall of Holland and Barrett Brazil Nut Products Due to the Possible Presence of Salmonella,2020,28,8,ie,salmonella
3955,Recall of Aagrah Tarka Handi Sauce due to Contamination with Glass,2020,28,8,ie,glass fragment
3956,Linke's Central Meat Store — Leberwurst approximately 400g,2020,30,8,au,listeria monocytogenes
3957,Certain Vegetarian Spring Rolls recalled due to monosodium glutamate (MSG),2020,31,8,ca,other
3958,PC brand chicken strips - gluten free recalled due to undeclared gluten/wheat,2020,31,8,ca,cereals containing gluten and products thereof
3959,Ukrop&rsquo;s Homestyle Foods Recalls Chicken Salad Product Due to Misbranding and an Undeclared Allergen,2020,1,9,us,almond
3960,Aldi Stores (a Limited Partnership) — Inner Goodness UHT Almond Milk Original 1L,2020,1,9,au,microbiological contamination
3961,Freshasia Foods recalls Lamb and Carrot Dumplings because of undeclared crustaceans,2020,2,9,uk,crustaceans and products thereof
3962,JK Foods (UK) recalls Tiger Tiger Spicy Pad Thai Paste because peanuts is not emphasised on the label,2020,3,9,uk,peanuts and products thereof
3963,Freedom Foods Pty Ltd — Milk Lab Almond Milk 1L and Blue Diamond Almond Breeze Chocolate Almond Milk 1L,2020,3,9,au,pseudomonas spp.
3964,Frank brand Milk Chocolate Covered Raisins recalled due to undeclared peanut,2020,3,9,ca,peanuts and products thereof
3965,Haigh’s Manufacturing Pty Ltd — Haigh's Milk MaltiChocs 250g,2020,6,9,au,hazelnut
3966,Van der Meulen recalls Melba Thins Original because of undeclared egg,2020,7,9,uk,eggs and products thereof
3967,Co-op recalls Chocolate Caramel Shortcake Bites because of undeclared barley,2020,8,9,uk,cereals containing gluten and products thereof
3968,Country Products recalls Snak Shed Milk Chocolate Coated Jumbo Raisins because of undeclared peanuts,2020,9,9,uk,peanuts and products thereof
3969,Recall of Glensallagh Family Pack Roast Chicken Breast Pieces due to the Presence of Listeria monocytogenes,2020,9,9,ie,listeria monocytogenes
3970,Pretty Thai Issues Allergy Alert on Undeclared Peanuts in Mislabeled Peanut Sauce,2020,10,9,us,peanuts and products thereof
3971,Goodie Girl Tribeca LLC Recalls Goodie Girl Magical Animal Crackers Due to Undeclared Wheat,2020,11,9,us,cereals containing gluten and products thereof
3972,Cher-Make Sausage Company Recalls Fully Cooked Meat Sausage Products Due to Misbranding and an Undeclared Allergen,2020,12,9,us,milk and products thereof
3973,Metro Food Co Pty Ltd — Keep It Cleaner Plant Based Protein Powder Chocolate Flavour 375g,2020,13,9,au,milk and products thereof
3974,HiPP Recalls an Ineffective Batch of HiPP Anti-Reflux Formula,2020,14,9,ie,false marketing claims
3975,Recall of Cheeses from James O’Brien Farmhouse Cheese due to the Possible Presence of Listeria monocytogenes,2020,15,9,ie,listeria monocytogenes
3976,SPAR recalls Pesto Chicken Breast Sizzlers due to undeclared egg,2020,15,9,uk,eggs and products thereof
3977,"Certain Goodfood brand Roasted Sweet Potato Power Bowls recalled due to undeclared almonds, pecans, wheat and gluten",2020,17,9,ca,almond
3978,Waitrose & Partners recalls Chocolate Mini Cupcakes 9s because of undeclared walnuts,2020,17,9,uk,walnut
3979,"Willow Tree Poultry Farm, Inc. Recalls Ready-To-Eat Chicken Salad Products due to Misbranding and an Undeclared Allergen",2020,17,9,us,walnut
3980,Life Smart brand (Organic) Microwave Popping Corn recalled due to pieces of glass,2020,17,9,ca,glass fragment
3981,Recall of Me2you Italian Pasta Salad due to the Possible Presence of Listeria monocytogenes,2020,17,9,ie,listeria monocytogenes
3982,PC Blue Menu brand Artichoke & Asiago Dip recalled due to undeclared egg,2020,18,9,ca,eggs and products thereof
3983,Kootenay Co-op brand beef sausages and burgers recalled due to possible presence of pieces of metal and plastic,2020,18,9,ca,plastic fragment
3984,Sprouts Alive brand and Sunsprout brand Micro – Greens Alfalfa recalled due to Salmonella,2020,19,9,ca,salmonella
3985,"GHSW, LLC Issues Allergy Alert on Undeclared Milk and Egg Allergens",2020,21,9,us,eggs and products thereof
3986,Dunnes Stores Recalls its Cooked Chicken Pieces and Cooked Chicken Tikka Pieces due to the Possible Presence of Listeria monocytogenes,2020,21,9,ie,listeria monocytogenes
3987,Homestead Creamery Issues Allergy Alert on Undeclared Pecans in Chocolate Ice Cream Quart,2020,21,9,us,pecan nut
3988,"Sunsprout brand Micro – Greens, Alfalfa & Onion and Alfalfa & Radish recalled due to Salmonella",2020,22,9,ca,salmonella
3989,Certain Manila clams may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning,2020,22,9,ca,other
3990,Wismettac Asian Foods Voluntarily Recalls Dried Fungus Due to Potential Salmonella Contamination,2020,23,9,us,salmonella
3991,Provigo brand ground beef products recalled due to E. coli O157,2020,27,9,ca,escherichia coli
3992,Érablière Godbout brand Sauce spaghetti recalled due to potential presence of dangerous bacteria,2020,27,9,ca,clostridium botulinum
3993,Lidl GB recalls Cologran Stevia sweetener tablets because of undeclared aspartame (E951),2020,28,9,uk,undeclared additive
3994,"Sunsprout brand Micro – Greens,   Alfalfa recalled due to Salmonella",2020,1,10,ca,salmonella
3995,Country Fresh Voluntary Product Recall,2020,1,10,us,listeria monocytogenes
3996,Griffith Foods brand seasonings and sauces recalled due to Salmonella,2020,2,10,ca,salmonella
3997,Country Fresh Expands Voluntary Recall,2020,3,10,us,listeria monocytogenes
3998,Seneca Recalls Cinnamon Apple Chips Because of Possible Health Risk,2020,5,10,us,salmonella
3999,P&B (Foods) recalls Ahmed Foods Garlic Pickle in Oil and Mango Pickle in Oil because of undeclared mustard,2020,6,10,uk,mustard and products thereof
4000,Aldi recalls Roosters Southern Fried Poppin’ Chicken and Roosters Breaded Poppin&Chicken because of the possible presence of salmonella,2020,6,10,uk,salmonella
4001,Shandaph brand Oysters recalled due to generic E. coli,2020,8,10,ca,escherichia coli
4002,North South Retail recalls Dunkin Boston Kreme Donuts because the allergens are not labelled in English,2020,8,10,uk,incorrect labeling
4003,Eggs from Hilly Acres Farm recalled due to Salmonella,2020,8,10,ca,salmonella
4004,"Update to Recall of Dunkin’ Donuts Boston Kreme Donuts due to Wheat Gluten, Eggs, Soybeans and Milk Not Declared in English",2020,9,10,ie,eggs and products thereof
4005,B&G Foods Issues Voluntary Allergy Alert for a Limited Number of Boxes of Back to Nature® Organic Rosemary & Olive Oil Stoneground Wheat Crackers Containing Peanut Butter Cookies,2020,9,10,us,peanuts and products thereof
4006,Eggs from Hilly Acres Farm recalled due to Salmonella,2020,9,10,ca,other
4007,Certain Trinity Bakeshop Ltd. brand  bakery products recalled due to Salmonella,2020,10,10,ca,salmonella
4008,Alwatania brand Liquid Tahina may  be unsafe due to Salmonella,2020,11,10,ca,salmonella
4009,"Sauer Brands, Inc. Voluntarily Recalls Certain The Spice Hunter Products Because of Potential Salmonella Contamination",2020,12,10,us,salmonella
4010,"Red Monkey Foods, Inc. Recalls Parsley and Herbes De Provence Because of Possible Health Risk",2020,13,10,us,salmonella
4011,"Hadson Toko Trading Co., Inc. Recalls Eishindo Mini Cup Jelly (50pcs) Because of Potential Choking Hazard",2020,14,10,us,other not classified
4012,Alwatania brand Liquid Tahina recalled due to Salmonella,2020,15,10,ca,salmonella
4013,Lidl GB recalls Cologran Sucralose sweetener tablets because of undeclared aspartame (E951),2020,15,10,uk,undeclared additive
4014,The Artisan Bake Shoppe Ltd brand Organic Multigrain Bread recalled due to undeclared sesame,2020,16,10,ca,sesame seeds and products thereof
4015,Waitrose &Partners recalls No.1 Dominican Republic Milk Chocolate 49% because of undeclared allergens,2020,16,10,uk,almond
4016,"Taher, Inc. Recalls Meat Products Produced Without Benefit of Inspection",2020,18,10,us,inspection issues
4017,High Quality Organics brand Organic Parsley Medium recalled due to Salmonella,2020,20,10,ca,salmonella
4018,Mom's Pantry / Jim & Leonie brand Garlic Spread recalled due to undeclared milk,2020,20,10,ca,milk and products thereof
4019,Unauthorised substance ethylene oxide and unauthorised ingredient (fraud) in sesame seeds by White Mausu  from Ireland,2020,21,10,ie,unauthorised substance ethylene oxide
4020,Funk Cider Pty Ltd — Perth Cider 375mL,2020,22,10,au,other not classified
4021,Aldi extends its recall of Roosters Southern Fried Poppin’ Chicken and Roosters Breaded Poppin&#039; Chicken because of the possible presence of salmonella,2020,22,10,uk,salmonella
4022,All Batches of Roosters Southern Fried Poppin’ Chicken and Roosters Breaded Poppin’ Chicken are Being Recalled due to the Possible Presence of Salmonella,2020,23,10,ie,salmonella
4023,"Orca Bay Foods, LLC Issues Allergy Alert on Undeclared Wheat and Milk Allergens in Gluten Free Battered Halibut",2020,23,10,us,milk and products thereof
4024,Nature's Intent brand Dark Chocolate Enrobed fruit products recalled due to undeclared milk,2020,23,10,ca,milk and products thereof
4025,Seery’s Heatherfield recalls Bridge Bakery Cakes because of the possible presence of metal pieces,2020,23,10,uk,metal fragment
4026,"Allergy Alert Issued By Incredible Fish, Inc. for Undeclared Milk, Fish and Eggs in Incredible Stone Crab Mustard Sauce",2020,24,10,us,milk and products thereof
4027,Yuen's Market Trading Co — Golden Horse Dried Anchovy - Kho Ca Com 450g,2020,26,10,au,toxin
4028,Compass Network Pty Ltd — Luxerose Hera Rose and Honey Wine 100mL and Luxerose Athena Peach Blossom and Honey Wine 100mL,2020,26,10,au,sulphur dioxide and sulphites
4029,Listeria monocytogenes in smoked salmon by Kish Fish from Ireland,2020,28,10,ie,listeria monocytogenes
4030,Waitrose &amp; Partners recall Waitrose Duchy Organic Cypriot Halloumi because allergens are not labelled in English,2020,28,10,uk,insufficient labelling/documentation
4031,Sunny Seafood Pty Ltd — Sunny Supreme Frozen Shredded Coconut 200g,2020,28,10,au,salmonella
4032,North South Retail recalls Dunkin’ Donuts Variety Shell 4 pack because the allergens are not labelled in English,2020,28,10,uk,insufficient labelling/documentation
4033,Eggs and products thereof and mustard and products thereof in mayonnaise by Heinz from Ireland,2020,29,10,ie,eggs and products thereof
4034,Russ Davis Wholesale Issues Allergy Alert on Undeclared Egg in Mixed Veggie Cup With Dip,2020,29,10,us,eggs and products thereof
4035,Natural High Co Pty Ltd t/as Bounce Foods — Bounce Cashew Caramel Protein Energy Ball 40g,2020,30,10,au,plastic fragment
4036,Cocoa Libre recalls Caramel and Sea Salt Chocolate because of undeclared hazelnuts,2020,30,10,uk,hazelnut
4037,Bottled chilli paste sample in breach of food labelling regulation,2020,30,10,hk,fish and products thereof
4038,Listeria monocytogenes in smoked salmon by Baily & Kish from Ireland,2020,30,10,ie,listeria monocytogenes
4039,Alwatania brand Halva Extra recalled due to Salmonella,2020,30,10,ca,salmonella
4040,Certain Isagenix brand Isalean Bars may be unsafe due to over fortification of vitamins,2020,31,10,ca,high content of vitamins
4041,Natural Grocers Issues Voluntary Recall on Organic Elderberries Due to Potential Presence of Salmonella,2020,2,11,us,salmonella
4042,Certain Miss Vickie's brand Kettle Cooked Potato Chips recalled due to possible presence of pieces of glass,2020,3,11,ca,glass fragment
4043,Recall of “Bellamy's Organic - Organic Brown Rice Pasta Stars”,2020,3,11,sg,heavy metals
4044,Undeclared Mustard in Spar Quality Tomato Ketchup,2020,4,11,ie,mustard and products thereof
4045,Auxico (Perth) Pty Ltd — Lao Gan Ma Chilli Sauce Chicken Flavour 280g,2020,4,11,au,bone fragment
4046,Metal pieces in cheese by Lailand from France,2020,4,11,ie,metal fragment
4047,Sysco brand White Navy Beans recalled due to presence of insects,2020,5,11,ca,insects
4048,The Chocolate Yogi Pty Ltd — Oscar Caramel Mylk Chocolate 15g,2020,5,11,au,milk and products thereof
4049,Iceland recalls Twix Barres Glacées (Twix Ice-Cream Bars) because the allergens are not listed in English,2020,5,11,uk,incorrect labeling
4050,Almond in chocolate by Truffle Fairy from Ireland,2020,6,11,ie,almond
4051,Unauthorised substance ethylene oxide and unauthorised ingredient (fraud) in tahini by Meridian Tahini  from United Kingdom,2020,6,11,ie,unauthorised substance ethylene oxide
4052,Bake My Day brand Chicken Pot Pie recalled due to undeclared egg,2020,6,11,ca,eggs and products thereof
4053,Tanimura & Antle Voluntary Recalls Packaged Single Head Romaine Lettuce Due to Potential E. Coli 0157:H7 Contamination,2020,6,11,us,escherichia coli
4054,Lidl GB recalls What’s Cooking? Lighter for You Meatballs because of undeclared milk,2020,6,11,uk,milk and products thereof
4055,Woolworths Group Limited — In-Store Made Bakery Bread sold at Woolworths Calwell Supermarket,2020,6,11,au,glass fragment
4056,Sharwood's brand Tikka Curry  Paste recalled due to undeclared mustard,2020,7,11,ca,mustard and products thereof
4057,Metal pieces in cheese by GAZi from France,2020,11,11,ie,metal fragment
4058,Stuffed Foods LLC Recalls Frozen Snack Products Due to Misbranding and an Undeclared Allergen,2020,11,11,us,soybeans and products thereof
4059,CFS urges public not to consume batches of blackcurrant fruit drink,2020,11,11,hk,altered organoleptic characteristics
4060,Almond in coffee beans by McCabe’s from Ireland,2020,11,11,ie,almond
4061,Non compliance with haccp in dairy products by Dunlavin  from Ireland,2020,11,11,ie,non compliance with HACCP
4062,Ozganics Australia Pty Ltd — Pete Evans Healthy Everyday Jamaican Simmer Sauce 330g,2020,11,11,au,incorrect labeling
4063,Eggs and products thereof in coleslaw by Meadow Fresh from Ireland,2020,11,11,ie,eggs and products thereof
4064,Kanan Enterprises Conducts Voluntary Recall of ALDI Southern Grove On the Go Sweet & Salty Trail Mix Due to Undeclared Almonds,2020,12,11,us,almond
4065,Moulds in non-alcoholic beer by Diageo from Ireland,2020,12,11,ie,moulds
4066,Thornloe brand White Cheese Curds recalled due to generic E. coli,2020,12,11,ca,escherichia coli
4067,Plastic fragment in prepared dishes by Asian Artisan Food  from Ireland,2020,13,11,ie,plastic fragment
4068,JIL Group Pty Ltd — Fit-Lato Lemon Meringue Gelato 473mL,2020,13,11,au,eggs and products thereof
4069,CFS urges public not to consume several kinds of bakery products from France with possible presence of ethylene oxide,2020,13,11,hk,unauthorised substance ethylene oxide
4070,Not to consume several kinds of bakery products from France with possible presence of ethylene oxide,2020,13,11,hk,unauthorised substance ethylene oxide
4071,Asda recalls Plant Based Loaded Potato Skins because of undeclared milk,2020,13,11,uk,milk and products thereof
4072,Unauthorised substance ethylene oxide and unauthorised ingredient (fraud) in organic sesame seeds and mixed seeds by Functional Fitness and Nutrition Limited  from India,2020,13,11,ie,unauthorised substance ethylene oxide
4073,Almond in coffee beans by Lorge  from Ireland,2020,13,11,ie,almond
4074,Eggs and products thereof and mustard and products thereof in mayonnaise by Heinz from Ireland,2020,13,11,ie,eggs and products thereof
4075,Ricci's Bikkies Pty Ltd — Ricci’s Bikkies Cinnamon Crunch 120g,2020,13,11,au,metal fragment
4076,Unauthorised substance ethylene oxide and unauthorised ingredient (fraud) in muesli with nuts by Crownfield from Germany,2020,13,11,ie,unauthorised substance ethylene oxide
4077,Gelsius brand IQF Sliced White Apples recalled due to undeclared sulphites,2020,13,11,ca,sulphur dioxide and sulphites
4078,Amour & Tradition brand fondues recalled due to undeclared wheat,2020,13,11,ca,cereals containing gluten and products thereof
